260.0,-0.062431000000000014,210.898
259.5,-0.073737,211.278
259.0,-0.07588099999999998,211.659
258.5,-0.070745,212.039
258.0,-0.06508000000000003,212.419
257.5,-0.06676100000000001,212.803
257.0,-0.06970700000000002,213.189
256.5,-0.07010499999999997,213.573
256.0,-0.07323099999999999,213.951
255.5,-0.08044400000000002,214.327
255.0,-0.09073400000000004,214.7
254.5,-0.08987099999999998,215.068
254.0,-0.11085,215.435
253.5,-0.11411100000000002,215.802
253.0,-0.10816500000000001,216.169
252.5,-0.09625800000000001,216.533
252.0,-0.09373599999999999,216.898
251.5,-0.10919400000000001,217.261
251.0,-0.10330599999999995,217.624
250.5,-0.10439500000000002,217.982
250.0,-0.11672300000000002,218.347
249.5,-0.12559899999999996,218.722
249.0,-0.13306099999999998,219.113
248.5,-0.15270100000000003,219.517
248.0,-0.17991399999999996,219.928
247.5,-0.19511399999999995,220.345
247.0,-0.23920800000000003,220.77
246.5,-0.279102,221.207
246.0,-0.326764,221.659
245.5,-0.38628500000000004,222.126
245.0,-0.435918,222.608
244.5,-0.525505,223.111
244.0,-0.616023,223.638
243.5,-0.7263410000000001,224.189
243.0,-0.8408339999999999,224.757
242.5,-0.982186,225.341
242.0,-1.1362839999999998,225.941
241.5,-1.300968,226.564
241.0,-1.501977,227.211
240.5,-1.7264009999999999,227.883
240.0,-1.9712070000000002,228.587
239.5,-2.2604420000000003,229.319
239.0,-2.5913199999999996,230.082
238.5,-2.961049,230.876
238.0,-3.372344,231.705
237.5,-3.816655,232.563
237.0,-4.304567,233.447
236.5,-4.856356,234.361
236.0,-5.452439,235.312
235.5,-6.102889,236.294
235.0,-6.79559,237.305
234.5,-7.5372,238.35
234.0,-8.351896,239.426
233.5,-9.201084,240.519
233.0,-10.118953,241.631
232.5,-11.058817000000001,242.763
232.0,-12.047579,243.933
231.5,-13.061362,245.146
231.0,-14.086287,246.404
230.5,-15.133723999999999,247.709
230.0,-16.179268,249.051
229.5,-17.231605,250.424
229.0,-18.258725000000002,251.826
228.5,-19.311289,253.265
228.0,-20.341106,254.736
227.5,-21.298945,256.237
227.0,-22.242506,257.779
226.5,-23.129714,259.368
226.0,-23.969604,261.007
225.5,-24.763194000000002,262.683
225.0,-25.489908,264.387
224.5,-26.19312,266.118
224.0,-26.8258,267.876
223.5,-27.396089,269.669
223.0,-27.911900000000003,271.505
222.5,-28.37035,273.385
222.0,-28.74176,275.312
221.5,-29.08446,277.285
221.0,-29.370449999999998,279.312
220.5,-29.621720000000003,281.394
220.0,-29.828110000000002,283.534
219.5,-30.00831,285.731
219.0,-30.09242,287.991
218.5,-30.16963,290.316
218.0,-30.20815,292.709
217.5,-30.166230000000002,295.176
217.0,-30.105210000000003,297.727
216.5,-30.012880000000003,300.364
216.0,-29.88073,303.11
215.5,-29.75831,305.973
215.0,-29.584760000000003,308.966
214.5,-29.42629,312.105
214.0,-29.22652,315.406
213.5,-29.04701,318.882
213.0,-28.860789999999998,322.556
212.5,-28.65898,326.453
212.0,-28.454140000000002,330.6
211.5,-28.21477,335.015
211.0,-28.001479999999997,339.748
210.5,-27.73739,344.819
210.0,-27.48064,350.277
209.5,-27.22024,356.15
209.0,-26.94771,362.474
208.5,-26.5398,369.297
208.0,-26.09054,376.664
207.5,-25.51756,384.621
207.0,-24.81095,393.233
206.5,-23.928800000000003,402.54
206.0,-22.993270000000003,412.617
205.5,-21.924690000000002,423.518
205.0,-20.60024,435.32
204.5,-19.14831,448.067
204.0,-17.458579999999998,461.818
203.5,-15.571786999999999,476.574
203.0,-13.640215,492.345
202.5,-11.300034,509.148
202.0,-9.003514,526.993
201.5,-6.500036,545.916
201.0,-4.598654,565.906
200.5,-1.9003360000000002,587.12
200.0,0.14184200000000002,609.413
