260.0,-0.113792,210.8
259.5,-0.11510900000000002,211.171
259.0,-0.11423899999999998,211.547
258.5,-0.10414899999999999,211.922
258.0,-0.09802900000000003,212.299
257.5,-0.09055099999999999,212.681
257.0,-0.08701199999999998,213.064
256.5,-0.078179,213.448
256.0,-0.076515,213.825
255.5,-0.07746799999999998,214.197
255.0,-0.08826500000000004,214.561
254.5,-0.08296599999999998,214.922
254.0,-0.07955799999999996,215.287
253.5,-0.06835800000000003,215.655
253.0,-0.051317999999999975,216.023
252.5,-0.045873,216.389
252.0,-0.05031399999999997,216.755
251.5,-0.06084800000000001,217.118
251.0,-0.06734299999999999,217.478
250.5,-0.06898700000000002,217.838
250.0,-0.08738400000000002,218.202
249.5,-0.09961899999999996,218.578
249.0,-0.118896,218.968
248.5,-0.14777899999999994,219.37
248.0,-0.173483,219.784
247.5,-0.203196,220.205
247.0,-0.252955,220.63
246.5,-0.308835,221.065
246.0,-0.366269,221.514
245.5,-0.42330399999999996,221.98
245.0,-0.475993,222.464
244.5,-0.546388,222.964
244.0,-0.634773,223.487
243.5,-0.730591,224.033
243.0,-0.8371439999999999,224.603
242.5,-0.969366,225.185
242.0,-1.116394,225.787
241.5,-1.282848,226.406
241.0,-1.492777,227.053
240.5,-1.701531,227.727
240.0,-1.949567,228.429
239.5,-2.230442,229.16
239.0,-2.55537,229.92
238.5,-2.9260789999999997,230.712
238.0,-3.344144,231.538
237.5,-3.806305,232.399
237.0,-4.303636999999999,233.291
236.5,-4.839716,234.212
236.0,-5.429629,235.167
235.5,-6.080469,236.15
235.0,-6.77177,237.164
234.5,-7.50268,238.206
234.0,-8.316716,239.272
233.5,-9.162524000000001,240.365
233.0,-10.068052999999999,241.478
232.5,-11.000217000000001,242.609
232.0,-11.965479,243.774
231.5,-12.957162,244.986
231.0,-13.973587,246.238
230.5,-15.001223999999999,247.53
230.0,-16.050968,248.853
229.5,-17.099805,250.205
229.0,-18.118725,251.588
228.5,-19.144889,253.004
228.0,-20.161806,254.453
227.5,-21.140045,255.938
227.0,-22.076006,257.465
226.5,-22.964214000000002,259.038
226.0,-23.789004000000002,260.665
225.5,-24.592194000000003,262.331
225.0,-25.350908,264.019
224.5,-26.06522,265.732
224.0,-26.709300000000002,267.477
223.5,-27.298189,269.26
223.0,-27.8655,271.087
222.5,-28.369149999999998,272.955
222.0,-28.803359999999998,274.875
221.5,-29.19426,276.845
221.0,-29.50855,278.861
220.5,-29.80312,280.921
220.0,-30.03441,283.038
219.5,-30.23721,285.208
219.0,-30.361620000000002,287.439
218.5,-30.41243,289.731
218.0,-30.46535,292.095
217.5,-30.446830000000002,294.537
217.0,-30.402910000000002,297.059
216.5,-30.29448,299.664
216.0,-30.16553,302.378
215.5,-30.03181,305.206
215.0,-29.86906,308.162
214.5,-29.70449,311.261
214.0,-29.47052,314.524
213.5,-29.29851,317.966
213.0,-29.06149,321.607
212.5,-28.873579999999997,325.456
212.0,-28.636840000000003,329.563
211.5,-28.40857,333.949
211.0,-28.205779999999997,338.636
210.5,-27.96779,343.656
210.0,-27.73094,349.058
209.5,-27.43524,354.881
209.0,-27.049909999999997,361.16
208.5,-26.649,367.926
208.0,-26.18974,375.244
207.5,-25.57396,383.164
207.0,-24.81785,391.727
206.5,-23.939500000000002,400.986
206.0,-22.93177,411.031
205.5,-21.794690000000003,421.911
205.0,-20.53334,433.671
204.5,-19.09961,446.387
204.0,-17.347279999999998,460.128
203.5,-15.443986999999998,474.9
203.0,-13.378514999999998,490.706
202.5,-11.182433999999999,507.569
202.0,-9.033074,525.523
201.5,-6.914186,544.517
201.0,-4.1332439999999995,564.564
200.5,-1.040156,585.89
200.0,2.298695,608.345
